id,questionnaireId,text,options,correctAnswer,explanation,temaCodigo,temaNumero,temaParte,temaTitulo,difficulty,createdAt,updatedAt,aiReviewed,aiReviewedAt
cmk6pkd2t000akn68fofcten0,cmjyrfy3a000gkno4nik6rcpf,¿Qué norma regula la organización y funcionamiento de la Inspección de Trabajo y Seguridad Social en España?,"[""Real Decreto 138/2000, de 4 de febrero"",""Ley 31/1995, de 8 de noviembre"",""Real Decreto 772/1999, de 7 de mayo"",""Ley 23/2015, de 21 de julio""]",A,"El Real Decreto 138/2000, de 4 de febrero, regula la organización y funcionamiento de la Inspección de Trabajo y Seguridad Social en España, estableciendo las competencias y estructura de este organismo.",E1,1,ESPECÍFICO,La Seguridad Social en la Constitución,media,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2t000bkn68sm2zgvbq,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el objetivo de la coordinación entre las Administraciones Públicas y los servicios de la Seguridad Social?,"[""Garantizar la universalidad de la protección"",""Reducir la burocracia administrativa"",""Mejorar la eficiencia en la gestión de recursos"",""Todos los anteriores""]",D,"La coordinación entre las Administraciones Públicas y los servicios de la Seguridad Social tiene como objetivo garantizar la universalidad de la protección, reducir la burocracia administrativa y mejorar la eficiencia en la gestión de recursos, contribuyendo así a una prestación más efectiva y eficiente de los servicios de la Seguridad Social.",E1,1,ESPECÍFICO,La Seguridad Social en la Constitución,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2t000ckn68aqfspyzv,cmjyrfy3a000gkno4nik6rcpf,¿Qué tipo de prestación de la Seguridad Social se concede a las personas que han cesado en su actividad laboral y cumplen determinados requisitos?,"[""Prestación por jubilación"",""Prestación por incapacidad temporal"",""Prestación por desempleo"",""Prestación por invalidez""]",A,"La prestación por jubilación es una de las prestaciones más importantes de la Seguridad Social. Se concede a las personas que han cesado en su actividad laboral y cumplen determinados requisitos, como la edad y los años de cotización.",E1,1,ESPECÍFICO,La Seguridad Social en la Constitución,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2t000dkn68mguv0c8m,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el propósito de la gestión de las prestaciones no contributivas de la Seguridad Social?,"[""Garantizar una renta mínima a las personas necesitadas"",""Financiar la atención sanitaria"",""Otorgar beneficios fiscales"",""Proporcionar asistencia jurídica""]",A,"El propósito de la gestión de las prestaciones no contributivas de la Seguridad Social es garantizar una renta mínima a las personas necesitadas, asegurando así su bienestar y calidad de vida.",E1,1,ESPECÍFICO,La Seguridad Social en la Constitución,media,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2t000ekn68mcp3be35,cmjyrfy3a000gkno4nik6rcpf,¿Qué organismo es responsable de la gestión de los recursos económicos de la Seguridad Social en España?,"[""Tesorería General de la Seguridad Social"",""Instituto Nacional de la Seguridad Social"",""Ministerio de Trabajo y Economía Social"",""Agencia Tributaria""]",A,"La Tesorería General de la Seguridad Social es el organismo responsable de la gestión de los recursos económicos de la Seguridad Social en España, incluyendo la recaudación de cotizaciones y la administración de los fondos.",E1,1,ESPECÍFICO,La Seguridad Social en la Constitución,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2t000fkn68c4kzxrk6,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el objetivo principal de la acción protectora de la Seguridad Social?,"[""Garantizar la asistencia sanitaria"",""Proporcionar una renta mínima"",""Otorgar protección en caso de desempleo"",""Cubrir todas las contingencias y necesidades""]",D,"El objetivo principal de la acción protectora de la Seguridad Social es cubrir todas las contingencias y necesidades, incluyendo la asistencia sanitaria, la protección en caso de desempleo, la jubilación, la incapacidad y otras prestaciones.",E1,1,ESPECÍFICO,La Seguridad Social en la Constitución,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2t000gkn68n7utwrfx,cmjyrfy3a000gkno4nik6rcpf,¿Qué principio de la Seguridad Social se refiere a la igualdad de trato y no discriminación en el acceso a las prestaciones?,"[""Principio de universalidad"",""Principio de solidaridad"",""Principio de igualdad"",""Principio de unidad""]",C,"El principio de igualdad en la Seguridad Social se refiere a la igualdad de trato y no discriminación en el acceso a las prestaciones, asegurando que todos los ciudadanos tengan los mismos derechos y oportunidades.",E1,1,ESPECÍFICO,La Seguridad Social en la Constitución,media,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2t000hkn6833f7g8jl,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el papel de la Administración General del Estado en la gestión de la Seguridad Social?,"[""Gestionar las prestaciones contributivas"",""Regular la acción protectora"",""Otorgar subvenciones a las Mutuas"",""Todos los anteriores""]",B,"El papel de la Administración General del Estado en la gestión de la Seguridad Social incluye regular la acción protectora, establecer las normas y políticas generales, y supervisar el funcionamiento del sistema.",E1,1,ESPECÍFICO,La Seguridad Social en la Constitución,media,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2t000ikn688unp53ep,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el criterio principal para determinar la inclusión de un trabajador en el Régimen General de la Seguridad Social en España?,"[""La naturaleza de la ocupación"",""El tipo de contrato laboral"",""La relación laboral por cuenta ajena"",""La edad del trabajador""]",C,"El criterio principal para determinar la inclusión de un trabajador en el Régimen General de la Seguridad Social en España es la relación laboral por cuenta ajena. Esto se establece en la Ley General de la Seguridad Social, que define el ámbito de aplicación del Régimen General en función de la existencia de una relación laboral por cuenta ajena.",E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2t000jkn68gfppybw3,cmjyrfy3a000gkno4nik6rcpf,¿Qué régimen especial de la Seguridad Social es aplicable a los trabajadores que realizan actividades agrarias y forestales?,"[""Régimen Especial de Trabajadores del Mar"",""Régimen Especial de Trabajadores del Campo"",""Régimen Especial de Trabajadores de la Minería del Carbón"",""Régimen Especial de Trabajadores de la Construcción""]",B,El Régimen Especial de Trabajadores del Campo es el régimen especial de la Seguridad Social aplicable a los trabajadores que realizan actividades agrarias y forestales. Este régimen especial se establece para adecuar la normativa de la Seguridad Social a las características específicas del sector agrario.,E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,media,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2t000kkn68k42ye2w9,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el objetivo principal de los sistemas especiales dentro del sistema de Seguridad Social en España?,"[""Extender la cobertura de la Seguridad Social a nuevos colectivos"",""Reducir la carga financiera de la Seguridad Social"",""Ajustar la normativa a las características específicas de determinados sectores"",""Incrementar las cotizaciones de los trabajadores""]",C,"El objetivo principal de los sistemas especiales dentro del sistema de Seguridad Social en España es ajustar la normativa a las características específicas de determinados sectores. Los sistemas especiales buscan adaptar la legislación de la Seguridad Social a las particularidades de ciertos colectivos o sectores, como el sector agrario o el sector del mar, para garantizar una protección social adecuada a sus necesidades.",E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,media,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd4k002vkn68yqr5goxe,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el período máximo durante el que se puede recibir la jubilación parcial?,"[""Hasta la edad de jubilación"",""Hasta un máximo de 5 años"",""Hasta un máximo de 10 años"",""Hasta la muerte del trabajador""]",A,"La jubilación parcial se puede recibir hasta la edad de jubilación, momento en el que el trabajador puede optar por jubilarse totally o continuar trabajando.",E10,10,ESPECÍFICO,Jubilación en la modalidad contributiva,media,2026-01-09 10:03:14.419,2026-01-09 10:03:14.419,f,
cmk6pkd2t000lkn68s5bu4tqz,cmjyrfy3a000gkno4nik6rcpf,¿Qué normativa regula el Régimen General de la Seguridad Social en España?,"[""Ley de la Seguridad Social de 1994"",""Real Decreto Legislativo 1/1994, de 20 de junio"",""Ley General de la Seguridad Social de 2015"",""Real Decreto 1469/1981, de 19 de junio""]",B,"El Real Decreto Legislativo 1/1994, de 20 de junio, es la normativa que regula el Régimen General de la Seguridad Social en España. Este real decreto legislativo aprueba el texto refundido de la Ley General de la Seguridad Social, que establece el marco normativo para el Régimen General.",E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000mkn68k3cwb2fg,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el objetivo principal de la alta en la Seguridad Social?,"[""Iniciar el pago de las cotizaciones"",""Solicitar una prestación"",""Obtener la tarjeta de la Seguridad Social"",""Inscribirse en un régimen especial""]",A,"El objetivo principal de la alta en la Seguridad Social es iniciar el pago de las cotizaciones. La alta es el proceso mediante el cual un trabajador se inscribe en la Seguridad Social y comienza a cotizar, lo que le da derecho a las prestaciones.",E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000nkn6802sglwsh,cmjyrfy3a000gkno4nik6rcpf,¿Qué institución es responsable de la gestión del Régimen Especial de Trabajadores del Mar?,"[""Instituto Nacional de la Seguridad Social"",""Tesorería General de la Seguridad Social"",""Instituto Social de la Marina"",""Mutualidad General de Funcionarios Civiles del Estado""]",C,"El Instituto Social de la Marina es la institución responsable de la gestión del Régimen Especial de Trabajadores del Mar. Este instituto se encarga de la gestión de las cotizaciones, el pago de las prestaciones y la aplicación de la normativa específica del Régimen Especial de Trabajadores del Mar.",E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000okn68wv5c3x7u,cmjyrfy3a000gkno4nik6rcpf,¿Qué es el Convenio de Seguridad Social entre España y otros países?,"[""Un acuerdo para evitar la doble imposición"",""Un tratado para garantizar la igualdad de trato"",""Un convenio para coordinar las prestaciones de la Seguridad Social"",""Un acuerdo para reducir la carga financiera de la Seguridad Social""]",C,El Convenio de Seguridad Social entre España y otros países es un convenio para coordinar las prestaciones de la Seguridad Social. Este convenio busca garantizar que los trabajadores que se desplazan entre países tengan acceso a las prestaciones de la Seguridad Social y no sufran pérdidas de derechos debido a su movilidad.,E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,media,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000pkn682a93abzt,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el objetivo principal de la información y asesoramiento en materia de Seguridad Social?,"[""Garantizar el acceso a las prestaciones"",""Reducir la carga financiera de la Seguridad Social"",""Proteger a los trabajadores migrantes"",""Facilitar la comprensión de la normativa de la Seguridad Social""]",D,"El objetivo principal de la información y asesoramiento en materia de Seguridad Social es facilitar la comprensión de la normativa de la Seguridad Social. La información y el asesoramiento buscan proporcionar a los trabajadores y empleadores una comprensión clara de sus derechos y obligaciones en materia de Seguridad Social, lo que les permite tomar decisiones informadas.",E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000qkn68n8bllte6,cmjyrfy3a000gkno4nik6rcpf,¿Qué es la inspección de la Seguridad Social?,"[""Un proceso para detectar el fraude"",""Un mecanismo para garantizar el cumplimiento de la normativa"",""Un procedimiento para resolver conflictos"",""Un sistema para pagar las prestaciones""]",B,"La inspección de la Seguridad Social es un mecanismo para garantizar el cumplimiento de la normativa. La inspección busca verificar que los empleadores y trabajadores cumplan con sus obligaciones en materia de Seguridad Social, como el pago de cotizaciones y la aplicación de la normativa laboral.",E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000rkn686up33n3w,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el procedimiento para solicitar la inclusión en un régimen especial de la Seguridad Social?,"[""Solicitarlo directamente en la Tesorería General de la Seguridad Social"",""Presentar la solicitud en el Instituto Nacional de la Seguridad Social"",""Realizar la solicitud a través del sistema de gestión de la Seguridad Social"",""No requiere solicitud, es automático para determinados colectivos""]",A,El procedimiento para solicitar la inclusión en un régimen especial de la Seguridad Social generalmente implica solicitarlo directamente en la Tesorería General de la Seguridad Social o a través de los canales establecidos por la Seguridad Social para tales efectos. La solicitud debe acompañarse de la documentación necesaria que acredite el derecho a estar incluido en el régimen especial solicitado.,E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,media,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000skn68l1ppyu66,cmjyrfy3a000gkno4nik6rcpf,¿Qué concepto se refiere a la situación en la que un trabajador está cubierto por más de un régimen de la Seguridad Social?,"[""Inclusión múltiple"",""Exclusión"",""Incompatibilidad"",""Pluriempleo""]",A,El concepto que se refiere a la situación en la que un trabajador está cubierto por más de un régimen de la Seguridad Social es la inclusión múltiple. La inclusión múltiple puede generar complicaciones en la aplicación de la legislación de la Seguridad Social y requiere de una regulación específica para determinar cómo se aplican los diferentes regímenes.,E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,dificil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000tkn6845a32byg,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el régimen especial aplicable a los trabajadores que realizan actividades artísticas?,"[""Régimen Especial de Trabajadores del Campo"",""Régimen Especial de Trabajadores del Mar"",""Régimen Especial de Trabajadores de la Seguridad y Vigilancia"",""No hay un régimen especial específico para trabajadores artísticos""]",D,No hay un régimen especial específico para trabajadores artísticos dentro del sistema de Seguridad Social en España. Los trabajadores artísticos pueden estar incluidos en el Régimen General de la Seguridad Social o en otros regímenes especiales dependiendo de su situación laboral específica.,E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000ukn68iebzhovi,cmjyrfy3a000gkno4nik6rcpf,¿Qué institución es responsable de la gestión del Régimen General de la Seguridad Social en España?,"[""Instituto Nacional de la Seguridad Social"",""Tesorería General de la Seguridad Social"",""Ministerio de Trabajo y Economía Social"",""Instituto de Mayores y Servicios Sociales""]",B,"La Tesorería General de la Seguridad Social es la institución responsable de la gestión del Régimen General de la Seguridad Social en España. La Tesorería General se encarga de la recaudación de las cotizaciones, el pago de las prestaciones y la gestión financiera del sistema.",E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000vkn68spgdz9l9,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el objetivo principal de la coordinación entre regímenes de la Seguridad Social?,"[""Reducir la carga financiera de la Seguridad Social"",""Aumentar las prestaciones a los trabajadores"",""Evitar la superposición de coberturas y garantizar la equidad"",""Simplificar los trámites administrativos""]",C,"El objetivo principal de la coordinación entre regímenes de la Seguridad Social es evitar la superposición de coberturas y garantizar la equidad. La coordinación busca asegurar que los trabajadores no estén incluidos en más de un régimen para la misma contingencia, lo que ayudaría a prevenir la duplicidad de prestaciones y a mantener la sostenibilidad del sistema.",E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,media,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000wkn68e2blsmak,cmjyrfy3a000gkno4nik6rcpf,¿Qué norma regula la relación entre los regímenes especiales y el Régimen General de la Seguridad Social?,"[""Ley General de la Seguridad Social"",""Real Decreto Legislativo 1/1994"",""Reglamento de los Regímenes Especiales"",""Acuerdo de Coordinación entre Regímenes""]",A,"La Ley General de la Seguridad Social regula la relación entre los regímenes especiales y el Régimen General de la Seguridad Social. Esta ley establece los principios y disposiciones que rigen la organización y funcionamiento de la Seguridad Social, incluyendo la relación entre los diferentes regímenes.",E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000xkn68y7t7jqz0,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el régimen especial aplicable a los trabajadores que realizan actividades en el sector de la aviación civil?,"[""Régimen Especial de Trabajadores del Mar"",""Régimen Especial de Trabajadores del Campo"",""Régimen Especial de Trabajadores de la Aviación Civil"",""Régimen Especial de Trabajadores de la Construcción""]",C,El Régimen Especial de Trabajadores de la Aviación Civil es el régimen especial aplicable a los trabajadores que realizan actividades en el sector de la aviación civil. Este régimen especial se establece para adaptar la normativa de la Seguridad Social a las características específicas del sector de la aviación civil.,E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,media,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000ykn68n3fqwk80,cmjyrfy3a000gkno4nik6rcpf,¿Qué institución es responsable de la gestión de los regímenes especiales de la Seguridad Social?,"[""Instituto Nacional de la Seguridad Social"",""Tesorería General de la Seguridad Social"",""Mutualidad General de Funcionarios Civiles del Estado"",""Instituto Social de la Marina""]",B,"La Tesorería General de la Seguridad Social es la institución responsable de la gestión de los regímenes especiales de la Seguridad Social, aunque puede haber otras entidades gestoras específicas para cada régimen especial. La Tesorería General se encarga de la recaudación de las cotizaciones y el pago de las prestaciones en estos regímenes.",E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u000zkn68jqefzmu3,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el procedimiento para resolver conflictos entre regímenes de la Seguridad Social?,"[""Mediación por la Tesorería General de la Seguridad Social"",""Arbitraje por el Instituto Nacional de la Seguridad Social"",""Resolución judicial"",""Negociación directa entre los regímenes involucrados""]",C,El procedimiento para resolver conflictos entre regímenes de la Seguridad Social generalmente implica la resolución judicial. Los conflictos entre regímenes pueden ser complejos y requieren de la intervención de los tribunales para determinar cuál es el régimen aplicable y cómo se deben aplicar las normas de la Seguridad Social.,E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,dificil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u0010kn68yesuyny0,cmjyrfy3a000gkno4nik6rcpf,¿Qué es la afiliación a la Seguridad Social?,"[""El proceso de inscripción en un régimen de la Seguridad Social"",""El pago de las cotizaciones"",""La solicitud de una prestación"",""La inclusión en un sistema especial""]",A,La afiliación a la Seguridad Social se refiere al proceso de inscripción en un régimen de la Seguridad Social. La afiliación es el primer paso para obtener la cobertura de la Seguridad Social y es necesaria para tener acceso a las prestaciones.,E2,2,ESPECÍFICO,Campo de aplicación del sistema de Seguridad Social,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u0011kn68hyp8t7m4,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el procedimiento para solicitar la afiliación en el Régimen General de la Seguridad Social para un trabajador que ya ha estado afiliado previamente?,"[""Debe solicitar una nueva afiliación como si fuera la primera vez"",""Debe solicitar la reanudación de su afiliación anterior"",""Debe esperar a que su empleador lo afilie de oficio"",""Debe comunicar su situación a la Tesorería General de la Seguridad Social""]",B,"La reanudación de la afiliación es el procedimiento adecuado para trabajadores que ya han estado afiliados previamente, según el Real Decreto 2064/1995, de 22 de diciembre, por el que se establece el régimen de régimen general de la Seguridad Social.",E3,3,ESPECÍFICO,Normas sobre afiliación,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u0012kn685iun8zr9,cmjyrfy3a000gkno4nik6rcpf,¿Qué documentación debe aportar un trabajador para solicitar el Convenio Especial en el Régimen General de la Seguridad Social?,"[""Sólo la solicitud del Convenio Especial"",""La solicitud del Convenio Especial y el documento de identidad"",""La solicitud del Convenio Especial, el documento de identidad y el certificado de empresa"",""La solicitud del Convenio Especial, el documento de identidad, el certificado de empresa y la vida laboral""]",D,"Para solicitar el Convenio Especial, el trabajador debe aportar la solicitud, el documento de identidad y el certificado de empresa, según el Real Decreto 615/2007, de 16 de mayo, por el que se regula el Convenio Especial en el sistema de la Seguridad Social.",E3,3,ESPECÍFICO,Normas sobre afiliación,media,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
cmk6pkd2u0013kn68bw1yar1m,cmjyrfy3a000gkno4nik6rcpf,¿Cuál es el plazo para solicitar la afiliación en el Régimen General de la Seguridad Social para un trabajador que comienza a trabajar por cuenta ajena?,"[""El mismo día de la incorporación al trabajo"",""Dentro de los 3 días siguientes a la incorporación al trabajo"",""Dentro de los 10 días siguientes a la incorporación al trabajo"",""Dentro de los 30 días siguientes a la incorporación al trabajo""]",B,"El empleador debe solicitar la afiliación del trabajador dentro de los 3 días siguientes a la incorporación al trabajo, según el Real Decreto 2064/1995, de 22 de diciembre, por el que se establece el régimen de régimen general de la Seguridad Social.",E3,3,ESPECÍFICO,Normas sobre afiliación,facil,2026-01-09 10:03:14.354,2026-01-09 10:03:14.354,f,
